15.1000	0.4316	59.8954	42.4133	0.0952	0.2742	0.4486	50.5061	36.7548	0.1491	0.3498	0.4592	44.2465	32.9115	0.2044	0.4160	0.4636	41.4849	31.1946	0.2361	0.4504	0.4695	37.7261	28.8363	0.2886	0.5035
15.2000	0.4223	58.8214	43.0079	0.0976	0.2593	0.4395	49.7752	37.2176	0.1507	0.3328	0.4502	43.7445	33.2910	0.2046	0.3973	0.4547	41.0838	31.5409	0.2351	0.4308	0.4607	37.4624	29.1422	0.2854	0.4825
15.3000	0.4132	58.5459	42.6893	0.0968	0.2582	0.4306	49.6064	36.9886	0.1489	0.3301	0.4415	43.6467	33.1494	0.2014	0.3923	0.4460	41.0174	31.4478	0.2311	0.4243	0.4521	37.4387	29.1259	0.2799	0.4732
15.4000	0.4042	58.5488	42.6805	0.0991	0.2623	0.4219	49.6296	37.0337	0.1522	0.3352	0.4328	43.6835	33.2397	0.2058	0.3980	0.4375	41.0602	31.5587	0.2361	0.4303	0.4436	37.4896	29.2639	0.2858	0.4795
15.5000	0.3955	56.9986	42.6762	0.1047	0.2572	0.4134	48.5685	37.0169	0.1576	0.3292	0.4244	42.9484	33.2112	0.2100	0.3913	0.4291	40.4689	31.5237	0.2392	0.4232	0.4352	37.0941	29.2191	0.2867	0.4720
15.6000	0.3871	56.8383	41.9001	0.1071	0.2702	0.4050	48.4684	36.4587	0.1609	0.3431	0.4162	42.8884	32.8273	0.2140	0.4048	0.4208	40.4267	31.2266	0.2435	0.4360	0.4270	37.0760	29.0512	0.2916	0.4832
15.7000	0.3788	55.5294	41.7008	0.1037	0.2516	0.3969	47.5788	36.3229	0.1531	0.3175	0.4081	42.2785	32.7309	0.2010	0.3730	0.4128	39.9401	31.1444	0.2274	0.4011	0.4190	36.7573	28.9836	0.2700	0.4434
15.8000	0.3707	52.7561	41.3485	0.1282	0.2716	0.3889	45.6649	36.2142	0.1825	0.3407	0.4001	40.9375	32.8071	0.2333	0.3977	0.4049	38.8519	31.3085	0.2607	0.4262	0.4112	36.0132	29.2725	0.3041	0.4688
15.9000	0.3630	55.9082	39.3060	0.1104	0.3027	0.3812	47.8896	34.5898	0.1633	0.3726	0.3924	42.5438	31.4927	0.2148	0.4286	0.3972	40.1853	30.1424	0.2432	0.4559	0.4035	36.9752	28.3244	0.2891	0.4958
16.0000	0.3553	55.9770	41.0426	0.1095	0.2744	0.3736	47.9558	36.0110	0.1621	0.3426	0.3849	42.6083	32.6402	0.2131	0.3995	0.3896	40.2491	31.1429	0.2413	0.4283	0.3959	37.0379	29.0901	0.2868	0.4719
16.1000	0.3478	55.7865	41.4335	0.1051	0.2569	0.3661	47.8373	36.2821	0.1550	0.3222	0.3774	42.5377	32.8280	0.2034	0.3770	0.3822	40.1997	31.2979	0.2300	0.4046	0.3885	37.0174	29.2103	0.2730	0.4463
16.2000	0.3404	55.1839	41.7079	0.1101	0.2560	0.3587	47.4365	36.5441	0.1610	0.3218	0.3700	42.2717	33.0960	0.2099	0.3767	0.3748	39.9930	31.5732	0.2367	0.4043	0.3812	36.8916	29.4992	0.2797	0.4459
16.3000	0.3332	56.5042	41.3841	0.1094	0.2724	0.3515	48.3942	36.2771	0.1623	0.3426	0.3628	42.9875	32.8790	0.2139	0.4009	0.3676	40.6022	31.3823	0.2424	0.4302	0.3740	37.3555	29.3492	0.2886	0.4740
16.4000	0.3260	51.7504	42.0218	0.1359	0.2592	0.3444	45.0966	36.7172	0.1896	0.3298	0.3558	40.6607	33.1662	0.2390	0.3895	0.3606	38.7037	31.5943	0.2653	0.4198	0.3669	36.0400	29.4497	0.3065	0.4657
16.5000	0.3192	50.8745	39.2072	0.1428	0.3012	0.3375	44.5166	34.5765	0.1967	0.3722	0.3489	40.2780	31.5636	0.2455	0.4281	0.3537	38.4081	30.2605	0.2714	0.4552	0.3601	35.8628	28.5173	0.3116	0.4942
16.6000	0.3126	47.8408	38.2887	0.1629	0.3095	0.3309	42.4140	33.9987	0.2151	0.3764	0.3422	38.7962	31.2111	0.2606	0.4281	0.3470	37.2001	29.9999	0.2841	0.4529	0.3534	35.0276	28.3681	0.3200	0.4888
16.7000	0.3063	48.2118	36.3276	0.1563	0.3367	0.3245	42.6887	32.6093	0.2074	0.3980	0.3357	39.0066	30.2306	0.2520	0.4429	0.3405	37.3822	29.2089	0.2751	0.4637	0.3468	35.1711	27.8463	0.3105	0.4929
16.8000	0.3002	48.6404	36.4248	0.1588	0.3449	0.3182	43.0070	32.8257	0.2116	0.4057	0.3294	39.2513	30.4909	0.2581	0.4509	0.3341	37.5944	29.4742	0.2822	0.4722	0.3403	35.3392	28.1010	0.3192	0.5026
16.9000	0.2941	47.8495	36.5878	0.1531	0.3193	0.3120	42.4680	32.9341	0.2018	0.3759	0.3231	38.8804	30.5361	0.2440	0.4187	0.3278	37.2976	29.4861	0.2658	0.4390	0.3340	35.1433	28.0656	0.2990	0.4681
17.0000	0.2882	48.9616	36.4998	0.1472	0.3248	0.3059	43.2557	32.9795	0.1969	0.3800	0.3169	39.4517	30.6860	0.2406	0.4210	0.3216	37.7734	29.6877	0.2633	0.4403	0.3278	35.4892	28.3422	0.2983	0.4676
