h_id,c_id,h_f1,h_f2,h_f3,c_f1,c_f2,c_f3,delta_f1_C_minus_H,delta_f2_C_minus_H,delta_f3_C_minus_H,c_le_h_f1,c_le_h_f2,c_le_h_f3,h_le_c_f1,h_le_c_f2,h_le_c_f3,c_any_strictly_lower,h_any_strictly_lower,classification
H02,C02,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.07579849298317258,-0.053699743240874204,-0.1495497653706529,False,True,True,True,False,False,True,True,INCOMPARABLE
H02,C03,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.07795563722471988,-0.05366701748745059,-0.14963687848666601,False,True,True,True,False,False,True,True,INCOMPARABLE
H02,C04,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.035509414628851016,0.19958292469520714,0.4662395996524617,0.015782635907481496,-0.0388365838405256,-0.10517195421384667,False,True,True,True,False,False,True,True,INCOMPARABLE
H02,C05,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.028886799370315748,0.21733365919792744,0.5142727514952378,0.009160020648946228,-0.0210858493378053,-0.05713880237107061,False,True,True,True,False,False,True,True,INCOMPARABLE
H02,C06,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.02239970549598287,0.2413384494217395,0.5790487923268146,0.0026729267746133482,0.002918940886006749,0.007637238460506235,False,False,False,True,True,True,False,True,H_DOMINATES_C
H02,C07,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.026511805459522943,0.22338322638493963,0.5306495452737388,0.006785026738153423,-0.015036282150793112,-0.04076200859256962,False,True,True,True,False,False,True,True,INCOMPARABLE
H02,C08,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.0015073254810412766,0.016306239174577186,0.04379838669043845,True,False,False,False,True,True,True,True,INCOMPARABLE
H02,C09,0.01972677872136952,0.23841950853573274,0.5714115538663084,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.0462021557865675,-0.04856597835843304,-0.1334763018574141,False,True,True,True,False,False,True,True,INCOMPARABLE
H03,C01,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.043117198547907055,0.07179098810214479,0.1954484769412656,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C02,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.03724451730324358,-0.014696405343479185,-0.04227290098116315,False,True,True,True,False,False,True,True,INCOMPARABLE
H03,C03,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.03940166154479088,-0.014663679590055573,-0.04236001409717627,False,True,True,True,False,False,True,True,INCOMPARABLE
H03,C04,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.035509414628851016,0.19958292469520714,0.4662395996524617,-0.022771339772447503,0.00016675405686941702,0.002104910175643071,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C05,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.028886799370315748,0.21733365919792744,0.5142727514952378,-0.02939395503098277,0.017917488559589717,0.05013806201841914,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C06,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.02239970549598287,0.2413384494217395,0.5790487923268146,-0.035881048905315654,0.04192227878340177,0.11491410284999598,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C07,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.026511805459522943,0.22338322638493963,0.5306495452737388,-0.03176894894177558,0.023967055746601906,0.06651485579692012,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C08,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.04006130116097027,0.055309577071972205,0.1510752510799282,True,False,False,False,True,True,True,True,INCOMPARABLE
H03,C09,0.05828075440129852,0.19941617063833772,0.46413468947681863,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.007648180106638501,-0.009562640461038024,-0.026199437467924358,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C01,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.009413363508533086,0.046903035398134035,0.12633119000373705,True,False,False,False,True,True,True,True,INCOMPARABLE
H04,C02,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.07094835234261755,-0.03958435804748994,-0.11139018791869171,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C03,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.07310549658416485,-0.03955163229406633,-0.11147730103470482,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C04,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.035509414628851016,0.19958292469520714,0.4662395996524617,0.010932495266926467,-0.02472119864714134,-0.06701237676188548,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C05,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.028886799370315748,0.21733365919792744,0.5142727514952378,0.0043098800083911995,-0.00697046414442104,-0.018979224919109416,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C06,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.02239970549598287,0.2413384494217395,0.5790487923268146,-0.0021772138659416802,0.01703432607939101,0.045796815912467426,True,False,False,False,True,True,True,True,INCOMPARABLE
H04,C07,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.026511805459522943,0.22338322638493963,0.5306495452737388,0.0019348860975983949,-0.000920896957408851,-0.00260243114060843,False,True,True,True,False,False,True,True,INCOMPARABLE
H04,C08,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.006357466121596305,0.030421624367961447,0.08195796414239964,True,False,False,False,True,True,True,True,INCOMPARABLE
H04,C09,0.02457691936192455,0.22430412334234848,0.5332519764143472,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.04135201514601247,-0.03445059316504878,-0.09531672440545291,False,True,True,True,False,False,True,True,INCOMPARABLE
H05,C01,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.028476737412953694,0.06061161861008088,0.16441672982669786,True,False,False,False,True,True,True,True,INCOMPARABLE
H05,C02,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.05188497843819694,-0.025875774835543097,-0.0733046480957309,False,True,True,True,False,False,True,True,INCOMPARABLE
H05,C03,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.05404212267974424,-0.025843049082119485,-0.07339176121174401,False,True,True,True,False,False,True,True,INCOMPARABLE
H05,C04,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.035509414628851016,0.19958292469520714,0.4662395996524617,-0.008130878637494142,-0.011012615435194495,-0.02892683693892467,True,True,True,False,False,False,True,False,C_DOMINATES_H
H05,C05,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.028886799370315748,0.21733365919792744,0.5142727514952378,-0.01475349389602941,0.006738119067525805,0.019106314903851396,True,False,False,False,True,True,True,True,INCOMPARABLE
H05,C06,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.02239970549598287,0.2413384494217395,0.5790487923268146,-0.02124058777036229,0.030742909291337855,0.08388235573542824,True,False,False,False,True,True,True,True,INCOMPARABLE
H05,C07,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.026511805459522943,0.22338322638493963,0.5306495452737388,-0.017128487806822214,0.012787686254537994,0.03548310868235238,True,False,False,False,True,True,True,True,INCOMPARABLE
H05,C08,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.025420840026016914,0.04413020757990829,0.12004350396536045,True,False,False,False,True,True,True,True,INCOMPARABLE
H05,C09,0.04364029326634516,0.21059554013040163,0.49516643659138637,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.022288641241591862,-0.020742009953101936,-0.0572311845824921,False,True,True,True,False,False,True,True,INCOMPARABLE
H06,C01,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.11253194258337904,0.0878853783532976,0.2441641119822916,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C02,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.0955252717045421,0.18471976529485853,0.4218617884956555,-0.0321702267322284,0.0013979849076736217,0.006442734059862842,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C03,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.0976824159460894,0.18475249104828215,0.42177467537964236,-0.030013082490681103,0.0014307106610972342,0.006355620943849727,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C04,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.035509414628851016,0.19958292469520714,0.4662395996524617,-0.09218608380791948,0.016261144308022224,0.050820545216669066,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C05,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.028886799370315748,0.21733365919792744,0.5142727514952378,-0.09880869906645476,0.034011878810742524,0.09885369705944513,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C06,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.02239970549598287,0.2413384494217395,0.5790487923268146,-0.10529579294078763,0.058016669034554574,0.16362973789102198,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C07,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.026511805459522943,0.22338322638493963,0.5306495452737388,-0.10118369297724755,0.04006144599775471,0.11523049083794612,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C08,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.10947604519644226,0.07140396732312501,0.1997908861209542,True,False,False,False,True,True,True,True,INCOMPARABLE
H06,C09,0.1276954984367705,0.1833217803871849,0.41541905443579263,0.06592893450793702,0.1898535301772997,0.43793525200889427,-0.06176656392883348,0.0065317497901147825,0.022516197573101637,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C01,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.06100899425024822,0.08383459955078118,0.22908110073571508,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C02,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.019352721600902414,-0.0026527938948427976,-0.008640277186713674,False,True,True,True,False,False,True,True,INCOMPARABLE
H07,C03,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.02150986584244971,-0.002620068141419185,-0.00872739030272679,False,True,True,True,False,False,True,True,INCOMPARABLE
H07,C04,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.035509414628851016,0.19958292469520714,0.4662395996524617,-0.04066313547478867,0.012210365505505805,0.03573753397009255,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C05,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.028886799370315748,0.21733365919792744,0.5142727514952378,-0.04728575073332394,0.029961100008226105,0.08377068581286862,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C06,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.02239970549598287,0.2413384494217395,0.5790487923268146,-0.053772844607656814,0.053965890232038155,0.14854672664444546,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C07,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.026511805459522943,0.22338322638493963,0.5306495452737388,-0.04966074464411674,0.036010667195238294,0.1001474795913696,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C08,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.018219453240328243,0.2547257477103099,0.6152099405567468,-0.057953096863311446,0.06735318852060859,0.18470787487437768,True,False,False,False,True,True,True,True,INCOMPARABLE
H07,C09,0.07617255010363969,0.18737255918970133,0.43050206568236915,0.06592893450793702,0.1898535301772997,0.43793525200889427,-0.010243615595702665,0.002480970987598363,0.007433186326525121,True,False,False,False,True,True,True,True,INCOMPARABLE
H08,C01,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.015163555853391462,0.2712071587404825,0.6595831664180842,-0.0021456371768985103,0.019154438320518163,0.05147357175909262,True,False,False,False,True,True,True,True,INCOMPARABLE
H08,C02,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.07821607867425212,-0.06733295512510581,-0.18624780616333614,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C03,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.08037322291579943,-0.0673002293716822,-0.18633491927934925,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C04,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.035509414628851016,0.19958292469520714,0.4662395996524617,0.018200221598561044,-0.05246979572475721,-0.14186999500652991,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C05,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.028886799370315748,0.21733365919792744,0.5142727514952378,0.011577606340025776,-0.03471906122203691,-0.09383684316375385,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C06,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.02239970549598287,0.2413384494217395,0.5790487923268146,0.005090512465692896,-0.010714270998224862,-0.029060802332177005,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C07,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.026511805459522943,0.22338322638493963,0.5306495452737388,0.009202612429232971,-0.028669494035024723,-0.07746004938525286,False,True,True,True,False,False,True,True,INCOMPARABLE
H08,C08,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.018219453240328243,0.2547257477103099,0.6152099405567468,0.000910260210038271,0.0026730272903455754,0.007100345897755211,False,False,False,True,True,True,False,True,H_DOMINATES_C
H08,C09,0.017309193030289972,0.25205272041996435,0.6081095946589916,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.04861974147764705,-0.062199190242664654,-0.17017434265009734,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C01,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.015163555853391462,0.2712071587404825,0.6595831664180842,0.0004290967504334813,-0.010550704786516096,-0.028301307909332052,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C02,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.0955252717045421,0.18471976529485853,0.4218617884956555,0.08079081260158412,-0.09703809823214007,-0.2660226858317608,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C03,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.0976824159460894,0.18475249104828215,0.42177467537964236,0.08294795684313142,-0.09700537247871646,-0.2661097989477739,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C04,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.035509414628851016,0.19958292469520714,0.4662395996524617,0.020774955525893035,-0.08217493883179147,-0.22164487467495458,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C05,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.028886799370315748,0.21733365919792744,0.5142727514952378,0.014152340267357767,-0.06442420432907117,-0.17361172283217852,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C06,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.02239970549598287,0.2413384494217395,0.5790487923268146,0.0076652463930248875,-0.04041941410525912,-0.10883568200060167,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C07,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.026511805459522943,0.22338322638493963,0.5306495452737388,0.011777346356564963,-0.05837463714205898,-0.15723492905367753,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C08,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.018219453240328243,0.2547257477103099,0.6152099405567468,0.0034849941373702627,-0.027032115816688684,-0.07267453377066946,False,True,True,True,False,False,True,True,INCOMPARABLE
H09,C09,0.01473445910295798,0.2817578635269986,0.6878844743274163,0.06592893450793702,0.1898535301772997,0.43793525200889427,0.05119447540497904,-0.09190433334969891,-0.249949222318522,False,True,True,True,False,False,True,True,INCOMPARABLE
